证券代码,证券名称,省份,行业类别,2018净利润（万元）
870069.OC,中创互动,北京,软件与服务,-197.6189
870070.OC,海融医药,江苏,制药、生物科技和生命科学,"3,833.44"
870071.OC,东富智能,江苏,软件与服务,325.888
870072.OC,北科天翼,湖北,软件与服务,-337.3347
870073.OC,力美照明,广东,耐用消费品与服装,"1,008.48"
870074.OC,正迅保险,广东,综合金融,297.6406
870079.OC,广百展贸,广东,商业和专业服务,"5,148.87"
870080.OC,南海网,海南,软件与服务,537.5382
870081.OC,ST多浪,新疆,食品、饮料与烟草,11.0853
870082.OC,久灵早教,浙江,原材料,-0.1414
870084.OC,福怡股份,江苏,医疗保健设备与服务,204.4539
870086.OC,柯美特,四川,资本品,"1,014.13"
870092.OC,派沃股份,广东,资本品,409.1799
870095.OC,伟泽股份,北京,商业和专业服务,126.6799
870096.OC,新启成,江苏,媒体与娱乐,43.0638
870098.OC,赛康医疗,江苏,医疗保健设备与服务,630.2063
870099.OC,轩瑞锋尚,北京,耐用消费品与服装,-1.9175
870100.OC,商翔科技,浙江,软件与服务,"1,182.49"
870101.OC,玖零股份,北京,消费者服务,368.152
870102.OC,金晖股份,江西,资本品,-50.903
870104.OC,飞拓无限,北京,软件与服务,"-4,073.97"
870107.OC,博阳新能,上海,公用事业,"2,897.84"
870108.OC,德菱股份,江苏,资本品,403.6238
870109.OC,萌梓影视,重庆,媒体与娱乐,50.0973
870110.OC,橙子互动,广东,消费者服务,57.2605
870111.OC,昂捷信息,广东,软件与服务,"2,474.66"
870114.OC,南江智能,江苏,资本品,161.5916
870115.OC,先融期货,重庆,综合金融,"6,574.67"
870116.OC,极致科技,广东,软件与服务,-134.2181
870119.OC,泰茂股份,北京,软件与服务,-122.4812
870120.OC,美灵宝,湖北,食品、饮料与烟草,"2,449.91"
870122.OC,一景乳业,浙江,食品、饮料与烟草,"1,571.99"
870123.OC,安邦电气,江苏,技术硬件与设备,"1,084.20"
870125.OC,合力新材,河南,原材料,226.5036
870126.OC,卓识网安,北京,软件与服务,"3,212.46"
870127.OC,精科传动,山东,资本品,168.1348
870128.OC,腾飞股份,河南,原材料,-22.3561
870130.OC,益健堂,湖北,医疗保健设备与服务,558.9094
870131.OC,达达股份,福建,运输,364.8263
870134.OC,陆行物流,安徽,运输,179.2126
870135.OC,经纬视通,湖北,软件与服务,209.2392
870138.OC,天天鲜,江苏,食品与主要用品零售,56.3765
870139.OC,麦浪电气,浙江,资本品,40.079
870140.OC,人人游戏,上海,媒体与娱乐,"1,557.70"
870141.OC,新创未来,北京,软件与服务,-356.2799
870142.OC,锐思爱特,北京,商业和专业服务,154.2191
870144.OC,荷金股份,安徽,食品、饮料与烟草,"-1,572.61"
870145.OC,光博士,广东,资本品,"1,293.40"
870149.OC,正栩影视,浙江,媒体与娱乐,"-1,379.79"
870150.OC,科网股份,安徽,原材料,"1,098.38"
870153.OC,龙达科技,上海,原材料,326.3892
870154.OC,伊发电力,江西,资本品,453.3462
870156.OC,瑜欣电子,重庆,汽车与汽车零部件,"5,437.71"
870157.OC,巨龙科技,四川,食品、饮料与烟草,16.806
870158.OC,易林装饰,辽宁,资本品,597.49
870160.OC,安源管道,江西,原材料,"1,023.29"
870162.OC,荣意股份,广东,耐用消费品与服装,103.6703
870164.OC,虎巴股份,上海,软件与服务,"2,443.78"
870166.OC,宏观世纪,天津,原材料,353.0421
870167.OC,三佳股份,浙江,软件与服务,97.5017
870168.OC,博源股份,河南,资本品,"3,233.93"
870170.OC,宇林德,山西,原材料,"14,837.02"
870171.OC,宏鼎股份,浙江,汽车与汽车零部件,"1,698.03"
870172.OC,创高股份,重庆,资本品,450.7589
870174.OC,金土生物,河北,原材料,149.9754
870175.OC,易付金服,北京,技术硬件与设备,"-1,158.14"
870176.OC,合肥高创,安徽,商业和专业服务,733.8121
870177.OC,鸳鸯金楼,广东,原材料,304.5936
870178.OC,旭平首饰,广西,耐用消费品与服装,853.3127
870179.OC,宏基股份,四川,原材料,"14,778.21"
870181.OC,敬业钢构,河北,原材料,"1,002.24"
870182.OC,春晗环境,浙江,资本品,"1,580.77"
870183.OC,中翔腾航,天津,资本品,-132.9577
870186.OC,一百传媒,浙江,媒体与娱乐,152.4338
870188.OC,金蓬股份,河南,商业和专业服务,"1,047.42"
870191.OC,丰高科印,广东,商业和专业服务,131.3459
870193.OC,亿仕达,辽宁,原材料,"2,281.23"
870194.OC,司姆泰克,北京,媒体与娱乐,-129.1867
870195.OC,行言科技,北京,软件与服务,-452.8168
870198.OC,开来设计,湖北,商业和专业服务,987.0875
870199.OC,倍益康,四川,医疗保健设备与服务,220.2474
870202.OC,锦诚新材,浙江,原材料,809.7884
870204.OC,沪江材料,江苏,原材料,"2,630.68"
870207.OC,氢动益维,北京,软件与服务,"2,464.21"
870208.OC,手游天下,北京,软件与服务,27.8283
870209.OC,小鸟股份,北京,技术硬件与设备,"3,468.66"
870212.OC,奥旺迪,山东,资本品,151.1972
870213.OC,微网通联,北京,软件与服务,"-1,529.60"
870215.OC,未来能源,河南,商业和专业服务,109.5282
870216.OC,大通会幕,上海,原材料,-200.51
870218.OC,金潮新材,山东,原材料,47.8341
870219.OC,艾尼科技,宁夏,耐用消费品与服装,256.8663
870220.OC,恒基永昕,浙江,原材料,380.5066
870221.OC,申朴信息,上海,软件与服务,"1,815.88"
870223.OC,骄阳视创,广东,媒体与娱乐,"1,152.31"
870225.OC,华聪股份,浙江,商业和专业服务,"2,327.09"
870227.OC,民兴生物,河南,耐用消费品与服装,"2,144.72"
870228.OC,成翼传媒,北京,媒体与娱乐,-89.4291
870229.OC,特通电气,黑龙江,资本品,"-4,956.05"
870230.OC,信核数据,浙江,软件与服务,88.1169
870231.OC,源悦汽车,上海,汽车与汽车零部件,409.6091
870232.OC,佳禾传媒,北京,媒体与娱乐,-884.9976
870233.OC,协新股份,江苏,耐用消费品与服装,771.2492
870234.OC,麦恩思远,北京,软件与服务,354.1811
870235.OC,鼎盛股份,北京,媒体与娱乐,8.1909
870236.OC,恒光塑胶,江苏,原材料,448.8306
870238.OC,吉林一机,吉林,资本品,194.2272
870239.OC,巨龙股份,吉林,软件与服务,15.3578
870240.OC,神之水滴,广东,零售业,245.4123
870241.OC,二五八,福建,软件与服务,"-3,311.30"
870243.OC,天马时控,浙江,技术硬件与设备,"-3,332.09"
870244.OC,诺瑞特,福建,原材料,——
870246.OC,英尔泰,广东,技术硬件与设备,"1,500.71"
870247.OC,艾力泰尔,北京,软件与服务,58.7675
870248.OC,巴罗克,山东,医疗保健设备与服务,464.4565
870250.OC,云行股份,上海,软件与服务,-395.4833
870251.OC,汤辰机械,江苏,资本品,"5,244.04"
870253.OC,鹏源药业,广东,医疗保健设备与服务,210.2376
870255.OC,福民生物,安徽,制药、生物科技和生命科学,457.9413
870256.OC,秦岭旅游,陕西,消费者服务,967.7127
870257.OC,龙冈旅游,山东,消费者服务,"7,071.53"
870258.OC,端美传媒,广东,商业和专业服务,-64.6632
870259.OC,易捷通,广东,技术硬件与设备,"1,470.04"
870260.OC,邦力达,江西,技术硬件与设备,"1,448.05"
870261.OC,建投实业,北京,房地产,"3,411.24"
870262.OC,雄峰股份,河南,食品、饮料与烟草,598.0409
870263.OC,ST太奇,北京,消费者服务,"1,069.49"
870264.OC,奥瑞拓,河北,能源,"1,856.29"
870268.OC,华夏明科,北京,软件与服务,14.1262
870270.OC,大酉科技,福建,资本品,-220.379
870271.OC,聚川环保,浙江,资本品,174.1619
870273.OC,地平通航,河北,运输,——
870275.OC,伯格森,北京,资本品,-386.7798
870276.OC,伊司达,浙江,耐用消费品与服装,89.1227
870277.OC,太康制冷,山西,资本品,-253.3197
870278.OC,幸运时间,北京,消费者服务,13.8811
870281.OC,巨星建材,湖南,原材料,-264.3633
870282.OC,国信达,广东,技术硬件与设备,657.4396
870283.OC,山河生态,江苏,资本品,330.8102
870284.OC,ST美厨,广东,零售业,-408.0132
870285.OC,启明股份,北京,软件与服务,44.4274
870286.OC,智鑫博达,北京,软件与服务,-11.2907
870287.OC,快而捷,江苏,运输,425.1254
870288.OC,飞润生物,浙江,食品、饮料与烟草,491.3434
870289.OC,华海科技,山东,能源,"-1,857.41"
870291.OC,爱尔家佳,山东,原材料,"1,258.16"
870292.OC,海山密封,浙江,汽车与汽车零部件,"1,727.64"
870293.OC,雅美特,江苏,耐用消费品与服装,798.7988
870294.OC,盈达股份,上海,资本品,"1,918.12"
870295.OC,美源达,江苏,商业和专业服务,42.736
870296.OC,中惠元景,北京,商业和专业服务,-38.4358
870298.OC,中网信息,山西,软件与服务,708.5064
870299.OC,灿能电力,江苏,技术硬件与设备,"2,867.28"
870300.OC,紫竹星,海南,医疗保健设备与服务,"1,818.19"
870301.OC,康通电子,湖南,耐用消费品与服装,-919.2316
870302.OC,世品环保,广东,商业和专业服务,650.9481
870303.OC,松石科技,湖北,原材料,430.8166
870304.OC,蓝凡科技,上海,软件与服务,119.3277
870305.OC,华威股份,上海,原材料,-187.2264
870307.OC,传味股份,海南,食品、饮料与烟草,"1,572.55"
870308.OC,鲎生科,福建,制药、生物科技和生命科学,811.2958
870309.OC,中天新能,河南,资本品,626.155
870311.OC,仁达咨询,北京,商业和专业服务,-340.5518
870312.OC,秦鸿新材,湖北,原材料,68.5991
870313.OC,众美传媒,河北,媒体与娱乐,-111.7473
870316.OC,明大科技,山东,原材料,641.2742
870317.OC,荻赛尔,广东,资本品,"1,126.47"
870318.OC,恒锵航空,陕西,资本品,-71.6722
870319.OC,鼎信通达,广东,技术硬件与设备,778.0426
870322.OC,艾迪艾思,北京,软件与服务,121.148
870323.OC,欣含宇通,北京,零售业,-408.9422
870324.OC,思维福特,江苏,资本品,241.9386
870325.OC,扬子安防,安徽,资本品,689.1624
870328.OC,和和新材,江苏,原材料,"1,399.98"
870331.OC,通捷水务,北京,公用事业,"-3,362.00"
870333.OC,奥里奥克,安徽,零售业,205.784
870334.OC,金祈生物,北京,软件与服务,-923.452
870335.OC,亿能科技,福建,软件与服务,195.5139
870336.OC,众志达,福建,资本品,345.4084
870337.OC,银城建设,江苏,资本品,"1,172.87"
870338.OC,四海传媒,湖北,媒体与娱乐,"-2,104.09"
870339.OC,合印股份,上海,原材料,"1,105.16"
870343.OC,ST一起网,北京,软件与服务,"-6,523.10"
870344.OC,前程能源,江西,商业和专业服务,-21.914
870345.OC,海峡生科,福建,资本品,511.6817
870346.OC,优创新港,北京,软件与服务,58.1639
870347.OC,汇峰传媒,广东,媒体与娱乐,-41.6569
870348.OC,华辰泰尔,山东,技术硬件与设备,238.3728
870350.OC,海河游船,天津,消费者服务,"2,248.67"
870351.OC,建安股份,吉林,资本品,93.0564
870353.OC,荣林环境,浙江,资本品,348.807
870354.OC,金核科技,广东,技术硬件与设备,666.7074
870355.OC,建院股份,江苏,资本品,"2,636.15"
870356.OC,司巴克,江苏,资本品,70.5053
870357.OC,雅葆轩,安徽,技术硬件与设备,"1,504.86"
870358.OC,安达农森,四川,原材料,"1,748.57"
870359.OC,海天文化,四川,零售业,153.1372
870361.OC,飞利富,浙江,资本品,341.9211
870362.OC,新电电气,湖北,资本品,224.6651
870364.OC,云峰科技,江苏,资本品,-109.3612
870365.OC,华创特材,江苏,原材料,"1,773.74"
870366.OC,恒域股份,上海,软件与服务,-234.9633
870367.OC,广州期货,广东,综合金融,"4,065.53"
870368.OC,爱尚游,北京,软件与服务,883.317
870369.OC,交联电力,浙江,商业和专业服务,944.7647
870370.OC,西部重工,甘肃,资本品,"-1,127.63"
870371.OC,鑫梓润,广东,商业和专业服务,558.4324
870372.OC,楼兰酒庄,新疆,食品、饮料与烟草,"1,552.83"
870374.OC,金名股份,内蒙古,软件与服务,-673.1206
870375.OC,申发轴瓦,浙江,资本品,"1,158.90"
870376.OC,斯欧信息,重庆,软件与服务,-326.3092
870378.OC,统力电工,江苏,资本品,"1,537.72"
870381.OC,七九七,北京,耐用消费品与服装,"4,073.92"
870382.OC,浦漕科技,江苏,资本品,"2,147.53"
870383.OC,中科巨龙,北京,软件与服务,37.3975
870386.OC,宏银信息,上海,软件与服务,272.7543
870388.OC,童学文化,湖北,消费者服务,308.8846
870389.OC,金沙燃烧,河北,资本品,644.4205
870390.OC,宝隆科技,浙江,技术硬件与设备,20.5864
870394.OC,勤善美,广东,资本品,342.0956
870395.OC,龙普股份,山东,耐用消费品与服装,300.1046
870396.OC,雅美资源,广西,零售业,"-2,266.53"
870397.OC,佳利达,江苏,运输,"2,995.17"
870398.OC,科友股份,浙江,软件与服务,92.7646
870401.OC,有金人家,上海,零售业,-195.7082
870404.OC,巨力电缆,云南,资本品,"1,136.42"
870405.OC,汉典生物,江苏,食品、饮料与烟草,655.9996
870406.OC,大泽股份,广东,运输,-300.7584
870409.OC,诚安达,河北,保险,"1,644.79"
870411.OC,ST西诚,宁夏,软件与服务,-351.6215
870412.OC,海盟实业,江苏,耐用消费品与服装,-20.3628
870415.OC,绿金高新,四川,原材料,-162.2372
870416.OC,天章股份,江苏,耐用消费品与服装,261.7021
870417.OC,华西易通,重庆,原材料,615.7735
870418.OC,飞瑞敖,广东,软件与服务,-711.3322
870419.OC,威迪股份,广东,商业和专业服务,119.7371
870420.OC,卫星定位,福建,软件与服务,"1,643.42"
870421.OC,博诚环境,北京,商业和专业服务,-34.6475
870422.OC,品新检测,广西,商业和专业服务,35.5366
870426.OC,普英特,上海,资本品,104.0393
870427.OC,天大天科,北京,软件与服务,"1,008.48"
870428.OC,紫灿股份,上海,耐用消费品与服装,280.1978
870429.OC,安泰园林,河北,资本品,"1,558.49"
870430.OC,海存志合,北京,软件与服务,71.4292
870431.OC,鑫度武术,山西,消费者服务,"-1,120.78"
870432.OC,陕西旅游,陕西,消费者服务,"20,319.11"
870433.OC,欧康诺,江苏,技术硬件与设备,116.8822
870436.OC,大地电气,江苏,汽车与汽车零部件,"2,408.98"
870437.OC,首量科技,北京,技术硬件与设备,404.3892
870438.OC,博融智库,广东,商业和专业服务,-46.1318
870440.OC,金爵智能,河南,零售业,95.7551
870441.OC,群康科技,上海,原材料,545.6428
870442.OC,江苏天毅,江苏,汽车与汽车零部件,-193.4553
870443.OC,泽宏科技,河北,技术硬件与设备,978.1563
870446.OC,ST恒泰,广东,技术硬件与设备,-547.6552
870447.OC,柯菲平,江苏,医疗保健设备与服务,"22,311.57"
870448.OC,颐尚电气,上海,公用事业,174.627
870449.OC,艾维科,上海,资本品,225.2624
870450.OC,益升益恒,北京,医疗保健设备与服务,261.8181
870451.OC,立峰股份,上海,汽车与汽车零部件,813.3813
870452.OC,集源液压,安徽,资本品,150.046
870453.OC,亿兆华盛,北京,资本品,"3,028.29"
870455.OC,紫金股份,安徽,原材料,"-1,378.69"
870456.OC,联池水务,浙江,公用事业,518.923
870457.OC,精华隆,广东,技术硬件与设备,-627.5812
870458.OC,长征科技,贵州,资本品,-160.2844
870459.OC,桑尔管理,广东,商业和专业服务,957.4541
870462.OC,ST万方,广东,零售业,"-2,148.50"
870466.OC,金鑫矿业,四川,原材料,"5,603.07"
870470.OC,源达日化,天津,家庭与个人用品,40.9879
870472.OC,亳药千草,安徽,制药、生物科技和生命科学,"2,039.18"
870474.OC,艾耐基,上海,商业和专业服务,-76.5978
870475.OC,博汇特,北京,商业和专业服务,"1,406.48"
870477.OC,颖网科技,广东,技术硬件与设备,"1,213.02"
870479.OC,源慧信息,上海,软件与服务,"2,304.65"
870480.OC,华康生物,湖南,制药、生物科技和生命科学,833.4235
870482.OC,正邦电子,浙江,半导体产品与设备,863.8957
870483.OC,汇新能源,北京,公用事业,-236.5026
870484.OC,英普环境,浙江,原材料,"1,578.95"
870485.OC,罗富蒂曼,上海,资本品,388.5369
870487.OC,环威股份,广东,资本品,"1,508.99"
870488.OC,国都证券,北京,综合金融,"-15,353.97"
870489.OC,光驰教育,湖北,技术硬件与设备,-280.5466
870490.OC,星亚股份,广东,原材料,——
870491.OC,龙兴钛业,河南,原材料,"1,148.20"
870492.OC,天华新材,湖北,原材料,137.1896
870493.OC,金乙昌,浙江,技术硬件与设备,"1,965.21"
870494.OC,厚利春,江苏,原材料,"1,340.95"
870495.OC,金恒宇,山东,原材料,175.8025
870496.OC,港峰股份,天津,资本品,-890.639
870497.OC,江苏润奥,江苏,半导体产品与设备,367.2404
870498.OC,嘉思特,天津,耐用消费品与服装,635.3617
870499.OC,博阳智电,江苏,技术硬件与设备,-32.8867
870500.OC,通用传媒,河南,媒体与娱乐,-76.5416
870502.OC,天人底盘,安徽,汽车与汽车零部件,977.4369
870505.OC,隆济时,山东,原材料,904.8578
870506.OC,碧水科技,山西,商业和专业服务,-460.9723
870507.OC,泰德网聚,北京,软件与服务,378.1364
870508.OC,丰安股份,浙江,资本品,"2,602.56"
870509.OC,地面通,上海,软件与服务,"1,008.52"
870510.OC,东吾洋,福建,食品、饮料与烟草,"7,124.17"
870511.OC,仁恒医药,广东,制药、生物科技和生命科学,272.0976
870512.OC,索拉特,江苏,原材料,47.4933
870513.OC,富贵万年,重庆,原材料,175.4032
870516.OC,三峰智能,浙江,耐用消费品与服装,171.7953
870517.OC,浩德钢圈,北京,软件与服务,"-3,661.87"
870519.OC,弘盛特阀,上海,资本品,472.711
870520.OC,豪辉科技,广东,资本品,586.5788
870521.OC,宝田科技,江苏,原材料,"-1,646.54"
870522.OC,ST信隆行,上海,软件与服务,"-1,384.22"
870523.OC,康华药业,四川,制药、生物科技和生命科学,381.667
870524.OC,华运股份,安徽,食品与主要用品零售,806.4714
870527.OC,善孚新材,安徽,原材料,597.1735
870529.OC,东铭新材,广东,原材料,350.6807
870530.OC,远发股份,江苏,原材料,"4,239.89"
870531.OC,馨格股份,江苏,耐用消费品与服装,-622.94
870532.OC,储秀网络,浙江,软件与服务,248.1422
870534.OC,万泽冷链,山东,运输,176.0185
870535.OC,江苏感创,江苏,技术硬件与设备,340.4873
870536.OC,快达农化,江苏,原材料,"11,409.10"
870538.OC,美诺科技,湖南,技术硬件与设备,-788.8234
870539.OC,天利智能,江苏,技术硬件与设备,173.5531
870542.OC,靖瑞能源,陕西,能源,552.6065
870543.OC,红岭云,云南,软件与服务,"1,340.54"
870544.OC,迪浪科技,广东,软件与服务,675.8825
870545.OC,民建股份,山东,零售业,-124.8691
870546.OC,ST骐鸣,重庆,消费者服务,94.901
870547.OC,大德重工,江苏,资本品,381.151
870548.OC,凯奥能源,安徽,原材料,"1,036.46"
870549.OC,中凯国际,北京,消费者服务,-497.5063
870550.OC,美核电气,山东,技术硬件与设备,247.5171
870551.OC,浪潮消防,河南,原材料,355.7793
870552.OC,弘基时尚,广东,零售业,163.5542
870553.OC,久信模具,江苏,资本品,791.14
870555.OC,海帝股份,广东,耐用消费品与服装,397.975
870556.OC,首信科技,北京,软件与服务,"1,169.45"
870557.OC,华中人才,湖北,商业和专业服务,209.4782
870558.OC,富润科技,福建,原材料,"1,116.80"
870559.OC,天鉴检测,广东,商业和专业服务,"1,031.21"
870566.OC,领瑞达,新疆,软件与服务,416.36
870567.OC,儒房融科,山东,房地产,"1,963.32"
870570.OC,信带通,山东,软件与服务,"-1,081.68"
870571.OC,易合网络,浙江,软件与服务,451.9262
870572.OC,鑫海药业,广西,食品与主要用品零售,-140.4622
870573.OC,小布涂涂,辽宁,耐用消费品与服装,151.8224
870574.OC,艺根科技,福建,耐用消费品与服装,"-1,466.79"
870576.OC,奥必通,山东,能源,611.1747
870577.OC,德耀科技,河南,资本品,489.9863
870579.OC,骏恺环境,上海,资本品,23.6781
870580.OC,天与空,上海,媒体与娱乐,"1,864.73"
870581.OC,中原网,河南,软件与服务,"1,428.87"
870583.OC,一天电气,安徽,资本品,"3,432.16"
870586.OC,吉小棉袄,吉林,商业和专业服务,127.2242
870589.OC,创鑫咨询,青海,商业和专业服务,"3,050.56"
870591.OC,天之游,云南,媒体与娱乐,-220.8844
870592.OC,盛齐安,湖北,制药、生物科技和生命科学,"-3,325.41"
870593.OC,迈科期货,陕西,综合金融,"3,275.01"
870594.OC,都市医药,广东,食品与主要用品零售,"-1,618.66"
870596.OC,华海生物,安徽,原材料,99.7359
870597.OC,花儿绽放,广东,软件与服务,230.3014
870599.OC,美迪医疗,山东,医疗保健设备与服务,127.0255
870600.OC,振强科技,江苏,资本品,196.7431
870601.OC,启明星,山东,原材料,"1,173.64"
870602.OC,庄正科技,广东,耐用消费品与服装,-8.9134
870603.OC,长福亚太,湖北,耐用消费品与服装,51.2325
870604.OC,竞标股份,广东,汽车与汽车零部件,-204.9666
870605.OC,高昌机电,广东,资本品,3.1715
870608.OC,印象股份,福建,媒体与娱乐,"2,686.45"
870610.OC,皓腾牧业,内蒙古,食品、饮料与烟草,——
870614.OC,精通电力,辽宁,资本品,"3,643.82"
870615.OC,龙港股份,山东,资本品,259.6465
870618.OC,小六汤包,陕西,消费者服务,"1,559.37"
870619.OC,水利咨询,江苏,商业和专业服务,"1,189.60"
870620.OC,科域生物,广东,医疗保健设备与服务,756.0167
870621.OC,铭凯益,江苏,技术硬件与设备,-660.9469
870622.OC,英讯通,天津,软件与服务,909.3246
870623.OC,凤阳矿业,安徽,原材料,"6,517.09"
870624.OC,国瑞税务,西藏,商业和专业服务,"10,112.00"
870625.OC,民生医药,浙江,制药、生物科技和生命科学,"1,868.71"
870626.OC,上古彩,北京,软件与服务,"-1,595.48"
870627.OC,点春科技,江苏,软件与服务,-222.8398
870628.OC,ST融海,北京,软件与服务,"-1,110.66"
870629.OC,三真康复,湖南,医疗保健设备与服务,34.2692
870631.OC,一品御工,江苏,耐用消费品与服装,-115.9465
870632.OC,卓金光电,河南,技术硬件与设备,"-1,418.50"
870633.OC,甲骨易,北京,消费者服务,-390.1622
870635.OC,骏宇文博,云南,商业和专业服务,213.8987
870637.OC,裕隆气体,甘肃,原材料,805.4676
870640.OC,德耐尔,上海,资本品,"1,690.69"
870641.OC,季丰电子,上海,半导体产品与设备,703.6391
870642.OC,集光通达,北京,半导体产品与设备,942.9449
870643.OC,天祥集团,浙江,资本品,"5,046.70"
870645.OC,火柴互娱,北京,软件与服务,"2,365.51"
870646.OC,优那特,江苏,商业和专业服务,207.0849
870647.OC,智信道,北京,商业和专业服务,374.5355
870649.OC,宇宁果胶,安徽,原材料,"-1,265.86"
870650.OC,新中大,浙江,软件与服务,389.8054
870651.OC,东泽水务,上海,商业和专业服务,-586.9644
870652.OC,厚基股份,河南,原材料,37.0227
870653.OC,明辉大秦,上海,原材料,-120.1172
870654.OC,光大环保,辽宁,商业和专业服务,490.342
870656.OC,海昇药业,浙江,原材料,"1,468.78"
870659.OC,灿越科技,浙江,软件与服务,96.7162
870660.OC,康意服饰,江西,耐用消费品与服装,-63.6399
870662.OC,渤海期货,上海,综合金融,"10,861.47"
870665.OC,康晟航材,上海,原材料,-212.0784
870667.OC,成功之道,北京,消费者服务,-200.5084
870668.OC,健怡果,广东,资本品,-30.0014
870669.OC,普瑾特,上海,软件与服务,310.1644
870671.OC,光远文化,山东,媒体与娱乐,-183.5405
870673.OC,诚成肥业,河北,原材料,175.0675
870674.OC,自立新材,浙江,原材料,"5,486.51"
870675.OC,蜂联科技,安徽,食品、饮料与烟草,780.0515
870676.OC,首特华峰,河北,资本品,611.5563
870678.OC,讯商科技,广东,软件与服务,-133.4547
870679.OC,森源达,北京,资本品,441.5846
870681.OC,大雷股份,广东,技术硬件与设备,850.2306
870682.OC,掌霆互动,浙江,软件与服务,-322.6898
870684.OC,志海股份,广东,原材料,55.5446
870685.OC,银中物业,宁夏,房地产,"2,683.47"
870686.OC,国信节能,江西,商业和专业服务,"1,268.69"
870687.OC,源泰股份,上海,零售业,-124.6965
870689.OC,淘车无忧,江苏,消费者服务,"-2,145.87"
870690.OC,中德联信,江苏,商业和专业服务,"2,112.22"
870691.OC,雨柔科技,北京,媒体与娱乐,-16.3658
870692.OC,神舟汽车,上海,商业和专业服务,-48.0401
870693.OC,华夏星光,广东,媒体与娱乐,545.4558
870695.OC,恩永科技,北京,商业和专业服务,361.3236
870696.OC,华盛电气,江苏,资本品,480.9615
870697.OC,银丰园林,湖南,原材料,112.7513
870701.OC,银宝生物,江苏,食品、饮料与烟草,-55.47
870702.OC,点触科技,福建,媒体与娱乐,"7,746.71"
870704.OC,安森智能,陕西,技术硬件与设备,"3,167.17"
870705.OC,校宝在线,浙江,软件与服务,"-7,287.44"
870706.OC,精标科技,广东,软件与服务,"2,205.25"
870707.OC,富胜实业,广东,资本品,50.5265
870710.OC,中孚环境,浙江,资本品,303.3242
870711.OC,泰莱电气,山东,资本品,-40.0513
870712.OC,汇诚行,广东,房地产,14.9252
870714.OC,良讯股份,上海,软件与服务,-206.9867
870716.OC,南大先腾,江苏,软件与服务,96.6462
870717.OC,万联科技,北京,软件与服务,11.1062
870719.OC,方天股份,山东,软件与服务,32.8436
870721.OC,安泰保险,天津,保险,"1,483.35"
870722.OC,大智科技,浙江,资本品,896.4663
870724.OC,诚昊启元,内蒙古,运输,63.569
870725.OC,德普电气,湖北,技术硬件与设备,493.5114
870726.OC,鸿智科技,广东,耐用消费品与服装,"1,375.07"
870727.OC,利洋股份,浙江,耐用消费品与服装,735.39
870728.OC,盛鸿智能,江苏,资本品,887.5636
870729.OC,江河股份,湖南,软件与服务,137.0912
870730.OC,安钢软件,河南,软件与服务,"1,842.06"
870732.OC,登博生态,江苏,原材料,-715.4866
870733.OC,晟融数据,河北,软件与服务,881.8942
870734.OC,华牧科技,湖北,食品、饮料与烟草,313.1799
870736.OC,盛态粮食,江西,食品、饮料与烟草,20.6707
870737.OC,泰和佳,北京,资本品,311.4374
870739.OC,博智信息,四川,软件与服务,"1,305.36"
870740.OC,佳锐科技,上海,软件与服务,10.8351
870743.OC,维数软件,江苏,软件与服务,197.4062
870746.OC,狩猎股份,湖北,消费者服务,128.4201
870749.OC,建华中兴,山东,耐用消费品与服装,"1,248.22"
870751.OC,中建南方,广东,资本品,951.7401
870752.OC,云泉岩土,山西,资本品,-320.1705
870753.OC,精点数据,广东,软件与服务,627.0007
870754.OC,羽实箫恩,北京,软件与服务,234.9497
870756.OC,游龙御驾,广东,媒体与娱乐,-509.3061
870757.OC,森罗股份,天津,资本品,268.2115
870758.OC,赛诚智慧,江苏,消费者服务,-554.0965
870760.OC,九加一,山西,资本品,822.0171
870761.OC,精准检测,广东,商业和专业服务,-322.6674
870762.OC,中明科技,广东,资本品,538.3319
870764.OC,速搜物流,浙江,运输,329.9013
870766.OC,吉美瑞,江苏,医疗保健设备与服务,"1,625.48"
870768.OC,沃达尔,天津,资本品,-113.8644
870770.OC,三润田,广东,资本品,960.0828
870771.OC,力田科技,广东,资本品,"1,865.43"
870772.OC,和声钢琴,福建,耐用消费品与服装,-63.6834
870773.OC,XR鹏海制,河北,制药、生物科技和生命科学,"3,014.46"
870774.OC,华信科技,安徽,汽车与汽车零部件,"1,014.68"
870775.OC,科曼信息,广东,软件与服务,514.1119
870777.OC,麦腾股份,上海,商业和专业服务,529.6206
870779.OC,科源新材,福建,原材料,99.0031
870780.OC,易而达,广东,技术硬件与设备,211.4036
870781.OC,亿林科技,浙江,耐用消费品与服装,"1,837.96"
870783.OC,振宁科技,黑龙江,软件与服务,-310.4052
870784.OC,鲁强电工,山东,资本品,372.0429
870786.OC,安力斯,北京,商业和专业服务,721.6737
870787.OC,中山传媒,广东,媒体与娱乐,"2,182.04"
870788.OC,润雅科技,天津,资本品,158.3286
870790.OC,蓝色星际,北京,技术硬件与设备,"5,440.00"
870792.OC,恒亮股份,浙江,食品、饮料与烟草,"1,168.35"
870795.OC,牧特智能,湖南,技术硬件与设备,-355.8408
870796.OC,斯科瑞,北京,原材料,186.9449
870797.OC,方兴实业,安徽,资本品,395.2753
870799.OC,世纪风,广西,软件与服务,-434.5248
870800.OC,中草香料,安徽,原材料,274.1185
